x	y	err
-3.1000000000000005	0.44543992168505986	0.24453906682626536
-2.0999999999999996	0.9276823206378703	0.2883526823165513
-1.9999999999999996	0.9950337502893649	0.19750259400971712
-1.8999999999999995	0.8821736488994799	0.06461526966165873
-1.7999999999999994	1.052458190898728	0.07931056540317633
-1.6999999999999993	1.182911176482	0.06383143994406955
-1.5999999999999992	1.416977457967976	0.1275073594563965
-1.4999999999999991	1.5957064253457807	0.06322109596997647
-1.399999999999999	1.8163190994685157	0.10967261452102106
-1.299999999999999	1.914354260300963	0.035493289263094446
-1.1999999999999988	2.0322635399151268	0.06169541374913182
-1.0999999999999988	2.1515879631431485	0.05663476642850053
-0.9999999999999987	2.229384571396468	0.02282469244543589
-0.8999999999999986	2.2094597425577938	0.02250999920426559
-0.8000000000000007	2.160741921391404	0.030757461522084004
-0.6999999999999984	2.1545770785996794	0.02540643895418104
-0.6000000000000005	2.011136245157635	0.07446512262388856
-0.5000000000000004	1.8723424223615415	0.06244672741871896
-0.40000000000000036	1.7546366127637398	0.04934787696887106
-0.30000000000000027	1.6145761664154237	0.05878387294788157
-0.20000000000000018	1.509059542744411	0.04787123856594975
-0.10000000000000009	1.41832309803168	0.03124826798061462
0.	1.3633529221620477	0.024905452502376003
0.10000000000000009	1.3201642591892628	0.016726803883989352
0.20000000000000018	1.302722760798011	0.016096643953931452
0.30000000000000027	1.2509079377172285	0.015076387157523042
0.40000000000000036	1.2287509239050383	0.0039382564228898735
0.5000000000000004	1.1896270587912778	0.035564872986057254
0.6000000000000005	1.1595632179992243	0.008859067893808055
0.7000000000000006	1.1526881833946496	0.00717796404011943
0.8000000000000007	1.0858041264575824	0.029894442855236868
0.9000000000000008	1.0626883719325066	0.006020491902557351
1.0000000000000009	1.0218254852970443	0.02722013007541552
1.100000000000001	0.9403550348532828	0.04241110442719345
1.200000000000001	0.8911634043444668	0.006171446104060449
1.3000000000000012	0.8635401736564804	0.015088840962569053
1.4000000000000012	0.8250251544889653	0.018957963352203955
1.4999999999999991	1.0952273784248454	0.6526051182008783
1.6000000000000014	0.8037058984829669	0.0068599542168985735
2.4	0.7600649307230063	0.02339435875270622
3.400000000000001	0.753800759613514	0.0076514859700893105
