x	y	err
-3.1000000000000005	0.000017951226147852443	8.270052339182798e-6
-2.0999999999999996	5.791234597406889e-6	8.077243422474888e-6
-1.9999999999999996	2.360350144536872e-8	2.67465531877619e-8
-1.8999999999999995	6.501104267019975e-8	8.887499800275057e-8
-1.7999999999999994	0.000015079139280005505	0.00003371798047227955
-1.6999999999999993	0.000041744363384184084	0.000035579595293720764
-1.5999999999999992	2.7148448166094327e-8	2.8793674265414057e-8
-1.4999999999999991	5.037201567700035e-7	3.673744857395598e-7
-1.399999999999999	8.004208683340173e-6	5.009718757725352e-6
-1.299999999999999	0.000018432078267712345	7.99348918443331e-6
-1.1999999999999988	0.000013927662135425366	0.000012238661273167656
-1.0999999999999988	0.00001257343478391045	6.005368220742406e-6
-0.9999999999999987	5.763589538398542e-6	5.140991892395403e-6
-0.8999999999999986	0.000026246106707422354	0.00003131240750299036
-0.8000000000000007	0.000024771215620166375	0.00001529885729791556
-0.6999999999999984	0.000019332384416304135	9.426880405626948e-6
-0.6000000000000005	4.865115403187902e-6	2.7999449132692233e-6
-0.5000000000000004	2.2878275005440964e-6	3.9113558909411736e-7
-0.40000000000000036	0.00001920361894494609	0.000010879020281647977
-0.30000000000000027	0.000023065546142427547	5.2848146055456384e-6
-0.20000000000000018	0.000014836850223729486	4.394998587230153e-6
-0.10000000000000009	9.238711740154969e-6	8.441220414286973e-6
0.	0.000011745863934567098	0.000011004760534938295
0.10000000000000009	3.2368321167795284e-9	5.0934880127336355e-9
0.20000000000000018	0.	0.
0.30000000000000027	1.8869845490706595e-9	3.963806281805667e-9
0.40000000000000036	9.762831110703319e-9	5.867103368909496e-9
0.5000000000000004	3.918549826270656e-8	3.296890955162643e-8
0.6000000000000005	3.8124329039925026e-7	2.063724538204381e-7
0.7000000000000006	2.9369826608582546e-6	2.2860372355673764e-6
0.8000000000000007	0.000020661274214167345	0.000021428175172717676
0.9000000000000008	0.000027705340639541022	8.749701124104692e-6
1.0000000000000009	0.000022237061194683378	0.000016901846530179254
1.100000000000001	0.00004220020357778198	0.000016898239649331768
1.200000000000001	0.000024891013899916096	0.000014648283217287533
1.3000000000000012	0.000028883140042894766	0.000016305785276630323
1.4000000000000012	0.000020577683203157628	0.000011810086937232063
1.4999999999999991	1.281765013619473e-6	1.0618760097854124e-6
1.6000000000000014	2.0490089883929803e-6	1.2222339233675507e-6
2.4	9.752655267715455e-7	7.463883958817711e-7
3.400000000000001	8.024808350362277e-6	4.640859568618189e-6
