x	y	err
-3.1000000000000005	0.00003565211424231529	0.000016087291208323372
-2.0999999999999996	0.00004575945124971239	0.000013701010789509541
-1.9999999999999996	0.0000334115828579978	9.087012396704028e-6
-1.8999999999999995	0.0000317127972232668	0.00001129314505724039
-1.7999999999999994	0.000010729601079852958	3.3582660550792775e-6
-1.6999999999999993	0.000032316679627330684	0.00004843589223492705
-1.5999999999999992	0.000029155685233442407	0.000013720556629686467
-1.4999999999999991	0.000023011760464153793	0.000010451422950357988
-1.399999999999999	0.000027392461074026006	0.000012036181065126732
-1.299999999999999	0.00002031319338334234	8.289807488226766e-6
-1.1999999999999988	0.000036189880327801956	0.00002427227703299694
-1.0999999999999988	0.0000328280359142705	7.984437199349515e-6
-0.9999999999999987	0.00003840000998189575	0.000014506270597465474
-0.8999999999999986	0.000030226706700889687	0.000010151326061480889
-0.8000000000000007	0.000031588950032309484	0.000018643490368074743
-0.6999999999999984	0.000027864168686615792	3.056644641578901e-6
-0.6000000000000005	0.000028512099373654315	6.181301664864969e-6
-0.5000000000000004	0.00003703838941894079	0.000011941712565356371
-0.40000000000000036	0.000026806217043964487	7.2423808211628405e-6
-0.30000000000000027	0.000046878519246766434	0.000017848045630974703
-0.20000000000000018	0.000020012522507027575	5.8669133780905806e-6
-0.10000000000000009	0.000025101129011417688	7.72025610565508e-6
0.	0.00003086169061503912	0.0000158985783927563
0.10000000000000009	0.000027328486239596414	6.201452304038339e-6
0.20000000000000018	0.000017570085190785557	4.871585918101237e-6
0.30000000000000027	0.000016303991570284492	7.779750147612289e-6
0.40000000000000036	0.000048824210252887324	0.000010486918348213151
0.5000000000000004	0.000026714359970469223	8.148453703955772e-6
0.6000000000000005	0.000024973747926636748	6.711647306476219e-6
0.7000000000000006	0.00004978546092698448	0.000011305127282215559
0.8000000000000007	0.00003902940693434916	0.000013748952372743718
0.9000000000000008	0.000022290310950655685	6.708049200979029e-6
1.0000000000000009	0.00004473892580709959	0.000039150850433112044
1.100000000000001	0.000051741645628841294	6.2737468961025524e-6
1.200000000000001	0.00003493522748068759	0.000020522818341223715
1.3000000000000012	0.00002046675448511776	7.915807832192253e-6
1.4000000000000012	0.000024765402072354368	0.000023035246002698774
1.4999999999999991	0.00004565523473902753	3.1300808906134465e-6
1.6000000000000014	0.00003602153900422548	0.000010800991094559717
2.4	0.00003083118148226487	0.00001249050700297942
3.400000000000001	0.000021985830879525135	7.46506578883202e-6
